user_id,statuses_count,followers_count,friends_count,listed_count,favourites_count,favorite_count,retweet_count,days,posts_number_all,posts_number,text_length,reply_ratio,time,positive_words_count,negative_words_count,emoji_count,vad,antidepressant_words_count,depression_symptoms_count
409630525,22228,1609,1603,1,3776,0,0,3,12,4,11,0.33,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.083, 0.5, 0.083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6,9,0,"[2.87, 1.89, 2.42]",0,"[0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 0.1, 0.0, 0.0]"
354082151,26128,132,439,8,7809,0,0,4,170,42,16,0.62,"[0.053, 0.053, 0.029, 0.176, 0.065, 0.024, 0.053, 0.165, 0.029, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012, 0.035, 0.053, 0.094, 0.029, 0.088, 0.018]",291,212,0,"[3.17, 2.84, 2.9]",0,"[7.0, 8.5, 5.0, 0.0, 5.0, 0.0, 8.1, 3.5, 0.0]"
796599944459259904,5564,8,21,4,24,0,0,3,289,96,14,0.0,"[0.038, 0.035, 0.062, 0.045, 0.048, 0.021, 0.076, 0.035, 0.045, 0.021, 0.031, 0.042, 0.038, 0.021, 0.035, 0.045, 0.038, 0.035, 0.069, 0.042, 0.042, 0.035, 0.042, 0.052]",240,411,0,"[1.95, 1.81, 1.74]",0,"[12.8, 2.0, 3.5, 0.0, 6.0, 5.5, 8.6, 3.0, 0.0]"
45000142,3219,481,375,1,1829,0,0,3,4,1,21,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5,6,0,"[6.93, 5.38, 5.38]",0,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.1, 0.0, 0.0]"
1666644266,43439,1306,491,30,6184,0,50,4,91,23,4,0.34,"[0.011, 0.0, 0.022, 0.055, 0.022, 0.0, 0.033, 0.066, 0.055, 0.077, 0.143, 0.132, 0.099, 0.077, 0.033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.033, 0.044, 0.055, 0.0]",22,24,0,"[0.09, 0.07, 0.08]",0,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.5, 0.5, 0.0]"
1606383014,18337,183,224,9,25515,0,0,3,265,88,7,0.75,"[0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.023, 0.03, 0.019, 0.0, 0.0, 0.0, 0.019, 0.008, 0.026, 0.026, 0.019, 0.019, 0.045, 0.113, 0.079, 0.302, 0.253]",99,181,0,"[1.74, 1.63, 1.64]",0,"[14.1, 4.5, 2.0, 0.0, 3.0, 0.0, 10.8, 5.5, 0.0]"
127285289,5691,197,272,8,5162,0,6,4,27,7,16,0.04,"[0.074, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.148, 0.074, 0.037, 0.296, 0.0, 0.0, 0.037, 0.037, 0.074, 0.037]",31,32,0,"[3.86, 3.86, 3.71]",0,"[2.1, 0.0, 0.0, 0.0, 0.5, 0.5, 4.0, 1.0, 0.0]"
524330332,26440,497,186,12,5285,0,14,4,207,52,11,0.17,"[0.039, 0.029, 0.145, 0.019, 0.082, 0.048, 0.01, 0.063, 0.014, 0.0, 0.034, 0.0, 0.082, 0.029, 0.072, 0.053, 0.101, 0.068, 0.0, 0.0, 0.0, 0.0, 0.039, 0.053]",178,154,7,"[2.87, 2.35, 2.5]",0,"[9.1, 2.0, 1.5, 0.0, 3.5, 0.0, 12.5, 0.5, 0.0]"
746489439916957697,3096,3,2,0,3,0,0,4,46,12,8,0.0,"[0.065, 0.065, 0.043, 0.043, 0.022, 0.043, 0.043, 0.0, 0.022, 0.022, 0.022, 0.043, 0.065, 0.022, 0.109, 0.0, 0.022, 0.022, 0.022, 0.043, 0.087, 0.065, 0.022, 0.0]",42,18,0,"[3.79, 3.63, 3.3]",0,"[0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 2.5, 0.0]"
1609178257,15002,2808,2563,33,27335,0,37,4,20,5,10,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.55, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15,15,1,"[3.14, 2.41, 2.62]",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0]"
2501692766,44230,896,1146,18,20067,1,0,5,190,38,13,0.58,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011, 0.026, 0.047, 0.147, 0.047, 0.068, 0.053, 0.0, 0.1, 0.016, 0.047, 0.105, 0.021, 0.047, 0.147, 0.079, 0.011, 0.0]",136,184,0,"[2.42, 2.25, 2.19]",0,"[6.5, 0.5, 6.5, 0.0, 7.0, 8.0, 11.3, 1.0, 0.0]"
616743335,28648,1491,1098,7,7931,0,152,8,122,15,10,0.07,"[0.066, 0.016, 0.033, 0.0, 0.041, 0.115, 0.057, 0.066, 0.123, 0.033, 0.057, 0.082, 0.033, 0.164, 0.008, 0.008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008, 0.0, 0.025]",76,91,4,"[2.72, 2.29, 2.35]",0,"[5.2, 2.5, 1.0, 0.0, 2.5, 4.0, 5.1, 4.0, 0.0]"
322586855,41236,1457,741,5,3199,0,0,3,22,7,11,0.0,"[0.182, 0.182, 0.227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.045, 0.0, 0.227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",13,17,0,"[3.05, 2.28, 2.59]",0,"[1.1, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
39135604,15580,224,224,7,4322,0,4491,2,17,8,15,0.0,"[0.0, 0.0, 0.0, 0.0, 0.176, 0.176, 0.0, 0.0, 0.176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.059, 0.235, 0.0, 0.059, 0.0, 0.0]",22,20,0,"[2.33, 1.85, 1.92]",0,"[1.0, 1.0, 0.0, 0.0, 0.5, 0.0, 1.5, 0.0, 0.0]"
67822852,50590,894,1029,2,20787,0,12,1,58,58,11,0.09,"[0.121, 0.0, 0.0, 0.017, 0.0, 0.379, 0.19, 0.207, 0.069, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24,45,2,"[1.95, 1.57, 1.76]",0,"[4.4, 0.0, 0.5, 0.0, 2.0, 1.5, 2.0, 2.0, 0.0]"
